UniqueCount	AmbigCount
7	7
0	0
51	362
0	0
0	0
0	4
0	0
0	32
0	31
0	0
0	0
0	0
0	0
0	0
62	109
0	2
4	1
0	8
0	3
0	84
10	2
1	92
0	4
0	9
371	39
0	19
36	237
67	21
0	3
0	3
0	0
78	446
1	140
16	171
7	128
1	97
0	53
331	49
0	5
0	0
0	0
0	0
0	1
0	4
5	1
0	7
40	24
52	14
0	6
0	17
68	1
0	31
0	21
0	55
2	24
0	88
1	32
2	31
5	45
0	50
5	7
0	42
5	24
0	11
2	19
0	182
0	29
0	0
6	4
0	0
30	119
1	10
0	0
0	8
0	6
0	7
10	4
1	6
0	2
0	7
0	1
0	6
0	15
0	7
0	23
0	0
0	0
257	1476
8513	41246
154	64206
0	0
7	394
0	6
8233	4278
8	678
0	0
0	0
626	946
0	69
0	0
3	3
8	61
10	24
34	111
0	101
0	0
0	50
113	50
0	10
0	0
2	0
0	5
0	0
0	0
0	0
0	1
1	1
0	6
91	74
1	1
1	1
10	2
0	2
0	0
0	7
0	7
279	60
0	26
8	30
3	35
20	42
0	22
6	100
0	50
1	13
5	23
2	7
32	20
7	11
121	8
12	22
0	7
0	18
0	0
0	0
0	0
2	4
1	0
0	0
0	0
0	0
0	0
0	0
0	3
0	5
0	5
0	3
0	3
0	3
0	5
0	3
0	3
0	3
0	1
0	0
0	0
0	0
0	0
19	2023
891	6721
153	5514
7	0
1	2395
29	52
71	344
24	364
34	51
23	102
70	4
8	86
6	85
1	66
0	3
0	10
0	2
0	2
0	2
82	0
9	44
14	27
17	27
0	8
1	222
3	134
481	221
0	1
5	0
735	7233
1	7244
0	0
0	14
13	284
51	137
1	10
15	64
0	455
323	2349
0	15
18	79
2	33
0	79
53	4
10	59
0	22
2	0
0	0
0	272
3	208
0	281
0	276
56	200
7	283
0	252
0	22
0	215
5	111
0	95
0	91
1	46
6	23
0	26
0	38
0	19
1	18
3	6
3	0
0	0
0	0
9	0
17	0
1	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
169	6042
0	4847
8	5568
80	1684
5	1121
6	1677
0	1160
517	0
2	1
0	1
1	1
0	0
4	0
13	0
3	1349
1	1369
7	1426
4	896
13	898
1	842
1	746
44	80
0	618
4	534
0	59
0	178
1	179
0	100
10	100
5	7
1	18
17	26
9	37
40	2
0	5
19	1
0	128
0	75
12	118
0	117
4	4
2	115
0	3
7	22
48	1943
105	1744
22	1240
0	1197
61	13
14	174
22	335
22	13
193	341
5	118
106	65
6	62
34	0
0	0
99	339
4	79
0	6
0	177
9	181
5	1074
0	1953
0	1934
0	1373
0	1005
1	2270
0	274
0	1607
0	1377
132	1145
44	714
12	1199
0	1931
3	1383
0	1177
0	1760
0	1764
1	397
3	174
4	123
0	1475
0	198
0	394
0	338
14	179
2	278
0	571
0	20
8	80
4	745
4	383
0	278
0	477
5	406
1	397
1	10
8	5
0	183
2	658
22	491
78	253
0	349
0	180
0	165
0	161
0	169
0	55
0	13
0	9
2	10
0	0
96	0
1	62
345	129
4	68
7	0
36	2650
26	2594
0	1743
6	321
0	453
19	140
4	96
18	143
0	0
0	497
12	617
0	658
4	346
0	622
4	224
0	157
16	130
0	1
0	0
56	1727
593	1679
17	1671
47	1696
9	75
5	42
0	0
195	1988
11	2174
30	1239
70	2551
136	5498
0	3089
7	1510
8	3621
0	4397
0	999
10	1716
0	406
5	357
5	344
5	409
0	1195
142	53
1	246
6	8
0	70
10	175
8	684
23	708
0	35
0	23
0	656
27	637
0	208
642	2099
3	565
50	1408
86	28
53	1003
1	293
0	0
228	42
12	685
38	791
2	755
0	269
150	257
9	0
12	0
1	5
3	9
0	6
0	13
9	332
5	1421
368	1755
38	64
91	53
0	2
31	10
94	1912
176	1833
11	137
167	1183
174	778
3	3
0	3
86	2655
0	2529
0	2535
0	2535
3	13
13	229
2	230
1	1
0	1
4	0
840	1967
26	1538
2	433
1739	93
25	0
0	0
131	0
221	0
1	472
0	519
0	387
0	507
66	520
3	470
0	470
45	73
0	31
0	480
1	15
0	358
3	64
2	6
0	32
0	481
2	371
0	21
0	442
4	417
0	5
13	10
0	423
8	56
6	9
0	1
9	75
5	160
0	184
3	28
0	4
0	4
0	12
1	0
2	4
0	9
0	9
0	4
0	4
0	5
0	3
1	0
116	2875
2	2639
12	2253
2	2553
0	2507
0	2055
0	2056
0	2057
0	589
1	0
5	294
1	3276
0	3271
28	952
18	343
1	1
0	0
0	12
0	1521
9	279
1	1223
5	1422
0	1053
0	1693
0	1468
0	1556
0	1655
0	1420
33	36
5	84
8	40
0	9
7	125
0	12
10	41
24	240
10	125
9	129
0	15
0	3
3	3
72	1241
