UniqueCount	AmbigCount
3	15
0	0
15	324
0	0
0	2
0	3
0	0
0	12
0	11
0	0
0	0
0	0
0	0
0	0
43	83
0	5
0	6
1	5
0	0
0	61
7	7
0	66
0	3
0	3
425	23
0	19
21	189
40	16
0	1
0	0
0	0
49	386
4	131
7	157
1	96
0	96
0	41
306	64
0	13
0	0
0	0
0	0
1	1
0	6
1	0
0	6
33	16
43	13
0	8
0	7
68	1
0	47
0	30
1	53
2	28
0	51
2	24
2	22
0	29
0	36
14	2
0	30
8	37
4	2
2	7
0	219
2	21
0	0
11	8
0	0
24	95
3	4
1	2
0	12
0	0
0	1
16	7
0	1
1	0
0	6
0	0
1	7
0	10
0	8
0	8
0	0
0	0
168	1271
8852	31378
133	56680
0	0
3	349
0	6
7269	3714
8	467
0	0
0	0
557	717
0	66
0	0
3	0
5	30
4	9
28	78
0	67
0	2
0	34
75	34
0	19
0	3
2	3
0	12
0	13
4	13
1	10
0	10
1	6
0	15
56	64
1	1
2	1
10	6
0	6
0	0
0	7
0	5
231	68
0	17
2	25
0	35
4	34
0	16
3	98
0	50
0	18
3	25
1	5
21	19
4	7
73	5
18	23
0	6
0	17
1	0
0	0
0	0
1	3
1	3
3	1
0	1
0	0
0	1
0	1
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	7
0	6
0	0
0	1
0	0
0	0
23	1376
606	4619
118	3751
2	0
0	1647
30	21
52	170
14	196
19	31
18	49
38	4
5	36
0	38
2	36
3	0
0	8
0	2
0	0
0	2
92	0
5	24
10	15
13	15
0	6
1	107
0	50
223	105
0	0
0	0
436	3515
3	3517
0	1
0	3
9	159
34	61
0	4
6	20
0	252
281	1224
0	4
26	96
1	40
0	94
51	7
4	58
0	31
1	0
2	0
0	132
2	117
0	146
0	155
34	112
5	137
0	123
0	10
4	108
1	57
1	48
0	48
1	18
2	7
0	23
0	19
0	7
0	2
8	1
7	0
0	0
1	0
0	0
14	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
151	4845
1	3910
6	4459
82	1286
4	863
4	1287
0	798
544	0
0	1
1	1
4	5
0	3
3	4
21	0
3	959
0	961
2	1083
3	658
13	619
0	703
3	567
42	58
0	458
0	443
0	36
0	68
1	113
0	45
5	58
5	7
0	8
19	18
7	16
30	3
2	0
18	0
0	128
3	103
6	112
0	113
5	14
3	115
0	4
2	28
36	1321
80	1188
33	792
0	813
33	6
4	96
12	222
12	12
121	236
9	81
108	37
1	36
23	1
0	0
58	194
4	42
1	5
0	78
5	127
5	627
0	1194
0	1177
0	813
0	560
0	1373
2	176
0	1029
0	824
136	694
34	451
6	759
0	1190
0	839
0	714
1	1001
0	1055
1	246
0	107
2	66
0	910
0	105
0	260
0	179
6	93
0	134
0	337
0	9
4	47
7	465
5	223
1	176
2	293
1	220
1	222
0	8
6	3
1	114
1	413
16	366
77	257
2	247
2	85
0	122
2	95
0	90
0	31
0	2
0	9
2	11
0	0
80	0
1	59
272	101
11	45
13	0
13	1452
13	1461
0	1000
3	216
0	225
12	69
2	48
10	62
0	0
0	449
11	522
0	532
3	292
0	525
7	128
0	82
7	80
0	0
0	1
8	897
138	889
2	886
10	881
4	21
1	8
0	0
107	1538
8	1617
28	914
70	1874
105	4005
1	2302
3	1147
3	2699
0	3243
0	805
1	1244
1	323
2	268
11	277
4	283
0	831
155	31
2	141
11	12
3	37
15	175
15	723
20	768
0	28
0	17
0	709
32	685
0	230
676	1710
1	424
63	1142
49	9
41	763
0	176
0	3
182	18
14	623
32	749
0	706
0	193
184	229
13	0
2	0
5	3
10	5
0	4
3	7
3	228
9	970
264	1197
21	22
76	34
0	1
37	6
47	1144
121	1111
9	58
131	767
97	498
0	3
0	1
29	1160
0	1109
0	1123
0	1123
0	8
11	92
2	99
0	0
0	0
0	0
649	1402
12	1125
2	282
1239	40
22	4
0	0
239	0
166	0
0	301
0	326
0	224
0	332
72	326
2	314
0	306
48	43
0	19
0	322
1	5
0	212
0	39
1	3
1	13
0	320
2	259
0	10
0	281
2	251
1	4
16	7
1	264
10	45
3	7
0	3
3	68
0	52
1	72
3	7
0	3
0	3
0	3
0	0
1	1
0	2
0	2
0	1
0	0
0	0
0	0
0	0
73	2176
0	2023
7	1741
3	1942
5	1914
3	1526
0	1527
0	1528
0	424
0	0
10	231
3	2969
0	2944
40	747
22	244
2	1
0	0
0	3
1	1151
2	203
0	918
0	1093
0	871
0	1386
0	1169
0	1226
