UniqueCount	AmbigCount
0	6
0	0
15	190
0	0
0	0
0	2
0	0
0	12
0	12
0	0
0	0
0	0
0	0
0	0
42	67
0	3
1	4
2	4
0	0
0	49
8	0
0	58
0	3
0	1
234	22
0	17
19	116
17	16
0	1
0	0
0	0
36	266
1	114
10	136
0	88
0	70
0	31
206	52
0	5
0	0
0	0
0	0
0	0
0	6
2	2
0	10
20	15
35	14
0	9
0	5
31	0
0	18
0	17
0	38
0	15
0	20
0	10
0	13
0	16
1	12
3	5
0	24
2	24
1	3
6	8
0	148
3	9
0	0
9	1
0	0
16	67
4	5
0	3
0	13
0	4
0	4
6	7
1	3
2	3
0	10
0	0
0	8
0	11
0	10
0	11
0	0
0	0
195	1021
7180	29808
69	46293
0	0
5	245
0	4
5043	2859
5	481
0	0
0	0
306	467
0	38
0	1
2	0
6	29
5	17
18	57
0	58
0	0
0	17
58	17
0	11
0	2
3	2
0	2
0	3
0	3
0	2
0	2
0	2
1	0
31	32
0	0
1	0
8	6
0	6
0	0
0	13
1	2
166	44
0	13
6	23
0	27
7	15
0	10
7	73
0	35
0	5
2	22
0	2
18	6
2	1
62	5
18	32
0	10
0	26
0	1
0	0
0	0
0	2
1	1
0	0
0	0
0	0
1	1
0	0
0	7
0	7
0	7
0	6
0	7
0	7
0	7
0	6
0	7
0	6
1	5
0	0
0	1
0	0
0	0
11	1161
470	3923
102	3078
0	0
0	1535
31	25
54	171
10	191
16	31
11	66
28	1
3	43
2	46
0	42
0	1
0	5
0	1
0	1
0	1
33	0
3	31
11	24
14	16
0	9
0	81
1	56
195	80
0	0
1	0
365	3914
1	3923
0	2
0	32
4	157
19	53
2	4
8	30
0	250
244	1091
0	8
16	31
1	10
0	31
21	2
6	22
3	10
0	0
0	0
0	116
0	101
0	119
1	123
25	94
2	120
0	108
0	15
4	89
2	40
0	34
0	34
0	12
3	4
1	10
1	7
0	5
0	4
2	3
2	0
0	0
0	0
0	0
9	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	2972
0	2441
2	2747
29	941
5	664
1	826
0	490
282	0
0	2
0	1
1	1
2	2
1	1
25	0
2	762
0	765
5	797
1	508
9	485
0	469
0	410
23	70
0	340
0	307
0	34
0	84
1	107
0	53
17	62
8	5
0	17
26	22
5	30
31	1
0	2
4	2
0	36
2	26
2	32
0	33
4	3
4	32
0	2
0	6
32	914
57	846
19	604
0	615
25	4
7	78
15	137
2	5
121	177
32	69
79	16
0	19
15	0
0	0
68	166
1	40
1	11
0	84
8	91
1	482
0	894
0	892
0	614
0	498
0	1065
0	159
2	746
0	615
83	550
16	346
1	552
0	890
0	627
0	525
0	778
0	790
0	184
1	72
4	58
0	711
0	77
0	172
0	145
4	66
0	119
0	264
0	5
2	31
4	380
4	177
1	138
0	247
0	211
0	210
0	6
8	1
1	108
2	332
4	276
33	162
1	167
0	98
0	94
2	85
0	103
0	31
0	8
0	2
2	1
0	0
63	0
0	51
146	73
1	24
5	0
20	1336
15	1321
0	857
0	166
1	224
9	65
0	47
6	55
0	0
0	269
7	396
0	427
2	228
0	409
2	97
0	63
5	119
0	1
0	0
48	902
446	823
13	818
77	883
11	57
0	36
0	0
124	1239
5	1305
15	744
26	1528
93	3632
1	2048
0	917
8	2375
0	2911
0	660
14	1036
0	281
1	250
10	235
6	265
0	797
85	38
7	152
10	6
0	31
3	96
8	393
21	411
0	17
0	10
0	392
15	382
0	142
371	1176
1	366
41	753
39	16
25	562
0	127
0	2
134	13
5	287
17	334
2	317
0	86
46	94
7	0
9	0
0	1
0	1
0	0
2	2
4	151
5	646
199	796
18	18
44	29
0	0
28	4
78	953
114	919
12	65
132	574
109	371
1	0
0	0
51	1458
1	1407
0	1384
0	1384
1	9
7	101
4	135
0	1
0	1
6	0
484	1155
8	909
0	250
994	36
11	1
0	0
48	0
101	0
1	279
0	290
0	227
0	290
43	293
1	277
1	241
26	30
0	10
2	272
0	8
0	208
1	28
0	4
0	10
0	279
1	199
0	6
0	257
3	234
0	1
7	1
2	239
8	32
6	10
0	7
6	32
1	80
2	116
0	22
0	7
0	8
0	2
0	0
0	1
0	2
0	1
0	0
0	0
0	0
1	0
0	1
64	1543
4	1433
2	1199
2	1374
1	1326
6	1039
0	1038
2	1039
0	349
1	0
2	129
1	1674
4	1661
12	466
10	149
0	0
0	0
0	1
0	812
2	139
0	658
1	753
1	544
0	875
0	725
0	821
0	871
0	770
14	15
5	37
5	18
0	2
3	54
0	6
7	20
11	102
10	62
1	71
3	18
1	9
3	6
61	640
1	0
1	2
0	0
0	0
14	108
4	4
6	89
7	1929
8	1882
9	1676
7	922
1	14
3	314
2	137
0	57
14	276
0	75
0	45
0	205
24	234
9	162
10	161
8	57
4	0
24	10270
0	9205
84	10593
14	1074
4	2447
7	714
27	1363
2	518
0	18
2	77
3	0
1	0
0	0
1	0
0	0
13	133
1	122
0	8
2	25
9	16
1	2
8	0
0	0
0	0
0	0
0	14
0	0
0	0
2	19
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	9
0	0
0	0
0	0
0	0
0	0
57	883
1	71
1	8
0	18
0	18
1	9
0	832
0	37
0	772
0	105
0	182
0	117
0	180
3	122
1	200
0	202
0	134
2	67
37	47
2	130
1	13
0	674
4	139
4	515
2	373
0	15
8	12
2	2
1	2
6	84
4	82
3	192
0	254
1	127
105	140
0	72
1	211
0	122
4	133
19	109
2	45
0	191
0	1
0	0
0	0
2292	16
0	0
1	4
7	12
0	37
0	25
5	37
0	0
13	5
0	3
13	13
0	21
16	3
4	3
0	0
0	0
17	0
0	0
9	3
8	1181
0	263
59	1910
24	672
4	20
15	1163
41	513
144	1106
10	170
118	791
6	831
0	756
16	141
281	57
2	16
1	23
23	28
0	0
0	14
0	12
0	12
0	16
1	10
0	14
0	8
0	0
0	0
26	418
0	348
1	232
1	63
2	7
0	4
6	0
1	32
0	117
2	27
0	2
0	3
1	0
7	0
0	9
0	5
10	7
0	2
8	7
5	3
0	28
0	38
14	37
0	38
0	29
14	139
0	100
1	33
0	31
15	28
25	99
0	129
0	8
1	36
0	0
1	14
0	0
2	0
1	103
0	109
0	653
0	625
0	694
0	654
0	174
0	682
0	152
1	44
0	24
0	47
6	627
6	20
4	578
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	1
0	0
0	2
0	1
0	2
0	2
0	0
0	2
0	1
0	2
0	0
0	0
0	4
4	0
112	356
0	356
2	351
0	33
9	38
7	62
43	246
1	0
23	321
18	402
14	16
5	313
0	21
2	27
8	1
0	0
6	0
462	2100
0	2100
45	434
27	464
80	20
7	203
0	56
1	17
0	4
0	107
0	211
1	69
0	36
0	32
0	11
0	32
0	32
0	8
0	8
0	10
0	10
0	35
1	6
2	0
0	10
0	5
17	0
0	0
5	4
1	257
474	454
0	1
10	295
11	260
2	42
0	93
0	13
0	15
0	0
7	10
0	0
0	0
91	44
0	13
8	42
1436	257
10	256
10	24
0	0
3	0
547	982
1	14
1	152
7	138
1	59
2	87
0	659
0	16
6	145
0	22
5	147
0	27
4	406
0	411
1	385
1	390
0	403
6	400
0	389
0	380
0	17
7	6
0	22
12	695
35	778
51	735
6	5
21	15
13	12
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
2	6
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
2	8
0	0
0	0
0	0
1	0
0	0
0	0
5	6
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	138
11	135
2	369
1	441
6	450
1	338
10	3
0	4
9	8
0	266
8	11
0	33
2	526
0	0
0	125
0	4
6	2
1	567
1	591
0	159
0	147
7	191
0	11
0	525
1	0
0	8
5	456
0	146
2	0
2	27
1	4
0	0
1	6
0	1
0	4
0	0
0	2273
17132	9336
263	9356
4	9074
7	6073
12	5296
1	2294
0	2283
3	0
24	3
2	4
30	137
4	4
21	133
0	0
2	2
0	19
0	8
1070	3448
0	24
66	3422
2	866
3	7
3	7
0	0
10	0
5	994
0	855
33	855
1	855
0	829
0	829
0	1037
0	1037
0	436
0	0
0	0
1	3
0	2
0	2
13	3
0	0
0	0
19	183
0	625
0	0
0	0
0	0
1	7
0	5
3	338
1	636
41	265
1	7
16	573
33	25
14	179
4	251
17	333
3	39
0	0
1	0
0	14
22	16
0	12
0	12
0	11
0	12
0	10
0	10
0	7
0	9
0	7
0	5
0	9
0	8
1	2
0	5
0	3
0	2
1	2
0	0
0	173
0	191
0	191
1	195
0	191
0	191
2	96
0	156
4	172
0	172
0	172
4	141
0	0
1217	233
2	205
1	77
1	7
0	8
0	0
0	0
4	21
1	22
0	7
0	3
8	66
7	58
9	145
0	41
36	59
2	20
0	37
0	5
4	1894
70	1905
0	232
1	127
1	192
0	72
979	89
0	89
44	110
6	0
5	84
24	36
0	39
1	42
18	43
0	3
40	1313
0	729
199	2947
6	2245
3	138
32	717
2	526
0	60
4	520
3	458
6	193
1	8
0	0
0	4
0	0
0	0
1	2
6	0
306	371
16	119
20	102
80	202
7	68
8	90
2	107
0	64
1	26
0	39
4	24
1	24
9	1
0	307
0	232
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
2	0
4	0
6284	417
123	419
2	57
12	0
1	33
0	258
0	257
0	258
4	247
0	8
4	2
2	2
1	7
0	0
0	0
0	0
0	0
15	3
0	1
0	0
0	0
0	0
2	3549
133	663
272	5410
243	5421
4	2884
18	1738
3	5000
1	4298
2	1167
7	1774
0	0
13	1
18	6
5	0
0	132
10376	3160
431	2610
11	1364
27	959
7	4
0	1
0	0
3	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
15	2485
1	2133
0	30
0	986
4	1103
23	1256
0	25
9	26
0	89
1	5
4	5
2	2
0	51
6	393
0	1
0	11
3	3
8	11
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
12328	57480
137	42226
1	12732
34	7395
96	6927
54	366
0	0
9	1
2	0
0	0
0	1
0	0
0	0
0	0
0	0
1	8
0	0
0	0
0	0
0	0
1	0
8	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
556	15
0	0
0	9
472	2
0	1
0	1
0	0
0	0
5	5
0	5
0	0
387	559
10	510
0	296
230	119
0	64
0	119
0	86
3	0
2	10
0	10
0	7
0	0
3	0
2835	818
