UniqueCount	AmbigCount
6	23
0	0
75	579
0	0
0	1
0	2
0	0
0	49
0	51
0	0
0	0
0	0
0	0
0	0
76	138
0	10
20	3
0	27
0	1
0	94
27	5
9	149
0	8
0	26
651	62
3	34
48	508
90	33
0	0
0	8
0	0
144	707
13	217
13	271
0	181
0	166
0	91
580	98
0	12
0	0
0	0
0	4
0	0
0	9
4	2
0	11
61	25
67	27
0	11
0	20
116	1
0	77
0	54
0	104
0	63
0	59
8	20
0	51
0	50
0	43
19	28
0	67
6	61
2	7
7	36
0	277
3	26
0	0
3	17
0	0
58	202
0	17
0	0
0	22
0	2
0	18
41	12
2	6
3	2
0	11
0	0
0	6
0	16
0	12
0	26
0	0
0	0
322	2366
10260	47799
374	139229
1	0
8	477
0	5
10161	5233
15	878
0	0
0	0
945	1626
0	128
0	0
2	8
16	48
15	24
73	133
0	132
0	1
0	36
142	36
0	17
0	0
5	0
0	0
1	2
11	3
0	2
0	3
0	5
1	8
81	134
8	5
4	5
17	6
0	6
0	0
3	23
1	9
394	120
0	47
5	53
0	66
8	75
0	49
6	187
0	90
0	24
5	37
6	9
18	28
6	13
123	8
35	29
0	4
0	25
0	0
0	0
0	0
0	22
0	21
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
28	1696
612	5499
195	4593
6	0
0	1836
37	39
133	364
22	429
65	98
43	106
73	3
3	52
1	53
0	44
0	2
0	10
0	33
0	15
2	33
124	0
12	53
10	32
39	30
0	7
0	201
2	128
506	196
0	0
0	0
1078	9777
6	9791
0	2
2	14
17	478
105	211
3	19
17	69
0	705
602	2942
0	17
43	251
1	95
0	251
171	13
38	176
2	87
5	0
6	0
0	165
1	127
0	193
0	199
59	131
8	179
0	168
0	22
2	136
0	74
0	72
0	73
0	23
7	15
4	34
0	17
0	7
2	10
4	1
17	0
0	0
0	0
6	0
21	0
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
200	8170
0	6746
6	7591
131	2160
11	1459
0	2232
0	1735
677	0
4	2
0	2
4	8
0	1
3	6
49	0
5	1336
0	1336
7	1420
2	902
5	851
0	883
2	753
75	95
0	604
1	547
3	61
0	156
0	208
0	99
19	96
2	6
0	17
21	15
11	19
70	4
9	3
49	3
1	540
14	427
36	506
1	512
12	53
17	506
0	24
11	103
47	2913
172	2578
46	1775
0	1717
64	29
20	216
40	411
31	25
315	632
23	280
189	93
0	86
64	4
0	0
80	206
1	50
0	11
0	87
11	128
5	1100
4	1909
0	1891
0	1400
0	969
2	2185
2	296
0	1609
0	1405
226	1150
71	771
9	1264
0	1904
7	1420
0	1224
0	1729
0	1735
1	425
1	171
7	147
5	1412
0	210
0	376
0	337
5	155
0	222
0	576
0	33
8	105
0	741
2	339
2	272
0	453
0	337
0	335
0	18
14	8
0	202
0	674
19	539
136	345
0	367
4	152
0	213
4	191
1	168
1	73
0	5
0	12
0	14
0	0
162	0
0	83
378	159
7	84
25	0
40	2969
38	2985
0	1941
3	439
0	480
14	173
8	158
26	190
0	0
0	441
12	523
0	531
1	261
2	520
4	177
0	118
7	78
0	0
0	0
22	979
215	961
2	955
20	969
8	50
0	15
0	0
212	3288
2	3361
56	1938
76	3895
182	9133
3	5149
3	2425
8	5928
0	7365
0	1784
1	2623
2	704
11	592
6	633
2	703
0	2053
238	90
4	322
24	22
16	76
15	307
41	1244
42	1291
0	70
0	43
0	1211
39	1206
0	379
561	1872
4	462
113	1180
82	21
92	954
1	224
0	14
297	26
18	825
61	987
0	932
0	301
210	321
14	0
12	0
6	14
11	13
1	13
5	24
6	410
18	1517
435	1921
28	49
73	32
0	1
40	9
45	1105
146	1084
19	76
114	729
124	512
2	2
0	0
53	1329
0	1287
0	1289
0	1289
3	15
12	99
0	151
1	2
0	2
4	0
724	1812
6	1487
0	338
1675	96
29	16
0	0
286	0
292	0
9	942
0	999
0	708
0	999
165	1015
0	945
0	911
65	90
0	70
1	951
0	16
0	651
2	76
1	4
0	51
0	950
11	750
0	35
0	881
3	777
9	4
45	19
3	805
30	167
5	34
0	10
2	173
0	221
1	295
6	42
0	9
2	9
0	7
0	1
0	7
0	6
0	4
0	2
0	3
0	1
0	1
0	3
136	2590
0	2404
10	2068
2	2283
5	2269
1	1888
2	1885
2	1888
0	505
1	0
13	387
9	5147
0	5163
74	1535
38	452
0	4
0	0
0	5
0	1585
7	262
2	1258
3	1466
1	1056
0	1729
0	1436
1	1587
0	1676
0	1458
47	27
8	81
3	47
0	2
1	170
0	18
3	69
20	249
11	166
5	146
4	32
0	8
15	8
103	1231
3	0
3	7
0	0
0	0
41	317
25	39
10	293
2	4711
13	4671
33	4215
8	2113
1	18
2	652
1	275
0	99
13	566
4	127
3	86
1	427
47	590
11	339
26	336
9	88
1	0
70	19895
4	17900
171	20529
84	2259
13	4793
18	1340
34	2728
21	1089
0	21
2	101
23	0
2	0
0	0
1	2
0	2
26	391
0	333
0	14
6	79
7	71
0	0
11	21
3	16
0	16
0	0
16	32
0	7
0	0
3	28
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	28
0	28
0	0
0	0
0	0
0	0
0	0
226	2326
7	115
2	4
1	52
0	52
6	12
3	2196
2	45
0	2109
0	177
0	370
0	207
0	365
7	220
0	443
0	429
0	270
3	98
37	68
0	292
0	14
6	1887
0	324
10	1521
21	1018
0	54
16	24
5	0
0	0
1	103
7	113
9	335
4	387
0	219
213	225
0	88
0	306
0	198
4	211
39	192
5	57
0	313
0	2
0	0
0	0
5383	41
0	5
0	18
11	23
0	67
1	44
4	67
0	0
50	14
1	5
24	26
0	36
47	20
3	14
0	4
0	0
58	0
0	0
14	0
1	2169
0	386
40	3442
23	1246
13	22
21	2057
56	1016
403	1975
19	323
161	1203
1	1266
4	1125
13	159
309	56
5	18
5	34
32	33
0	0
0	27
0	27
0	27
0	27
3	24
1	21
0	16
0	0
0	0
94	1069
0	843
1	625
10	123
1	25
2	3
20	15
4	96
0	297
0	72
0	0
0	10
0	0
7	0
3	64
5	9
91	65
3	30
71	86
22	28
0	166
22	215
52	212
11	212
0	179
40	643
0	462
7	169
2	187
46	190
98	604
0	674
0	49
5	150
6	0
2	59
3	2
2	0
0	268
0	248
4	1632
2	1567
0	1749
0	1609
0	421
0	1695
0	409
0	86
4	57
0	128
5	1619
7	58
11	1502
0	0
9	39
0	25
0	37
1	0
0	0
0	6
0	5
0	0
0	0
56	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
4	6
0	0
0	0
4	6
0	29
0	0
0	39
0	29
1	44
0	25
0	0
0	39
0	4
0	0
0	0
0	0
0	0
7	0
286	957
13	957
10	932
1	129
8	58
5	83
144	616
11	0
34	1097
74	1311
13	108
23	985
0	53
0	89
30	24
2	0
27	0
969	3640
0	3640
114	1108
90	1134
323	60
9	585
3	169
0	43
4	14
0	351
0	441
15	113
0	180
0	164
0	64
0	165
0	165
0	51
0	51
0	60
0	58
0	176
0	47
1	0
0	63
0	20
6	0
0	0
6	20
0	690
914	1197
0	14
12	799
31	737
7	102
0	219
0	48
4	20
0	0
2	25
0	0
0	0
318	205
2	62
11	201
2649	428
9	421
8	54
40	0
91	0
960	1442
1	30
2	229
15	248
1	83
6	121
14	941
2	21
4	247
2	44
6	207
0	29
1	571
0	579
1	535
6	563
0	570
13	572
0	547
0	540
0	33
24	5
6	43
39	1191
74	1341
142	1275
13	5
85	34
43	33
0	0
0	0
0	0
0	0
0	0
0	0
3	2
0	0
0	0
14	17
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	0
1	0
2	7
0	0
0	0
0	0
0	0
0	0
0	0
8	6
0	0
0	0
0	0
0	5
1	2
0	0
1	0
5	354
35	347
0	989
5	1119
14	1158
7	925
30	9
9	16
23	38
0	612
2	31
0	78
6	1514
0	0
3	421
0	17
5	4
0	1600
