UniqueCount	AmbigCount
4	2
0	1
28	195
0	0
0	6
0	5
0	0
0	22
0	21
0	0
0	0
0	0
0	0
0	0
24	41
0	2
1	2
0	11
0	0
0	35
8	4
3	55
0	2
0	9
236	12
0	9
19	155
31	17
1	0
0	0
0	1
54	238
1	95
6	107
2	75
0	68
0	38
221	26
0	5
0	0
0	0
0	0
0	0
0	1
0	0
0	4
20	6
24	12
0	5
0	3
32	1
0	18
0	17
0	24
2	17
0	27
0	10
3	18
1	20
0	11
16	11
0	19
0	18
1	4
1	11
0	103
2	16
0	0
10	7
0	0
26	64
3	4
0	0
0	5
0	4
0	6
7	1
2	2
1	2
0	6
0	0
0	5
0	5
0	6
0	6
0	0
0	0
178	1073
4023	17276
107	48200
0	0
6	195
0	0
4327	2543
3	377
0	0
0	0
294	560
0	44
0	0
1	0
6	25
9	9
10	48
0	39
0	2
0	23
58	23
0	13
0	3
0	3
0	4
0	5
4	4
1	5
0	4
0	6
0	1
32	58
0	0
3	1
5	0
0	0
0	0
0	7
1	9
132	80
0	17
3	22
0	27
6	19
0	5
3	85
0	28
0	18
1	18
5	9
6	15
2	6
37	5
21	11
0	4
0	6
0	0
0	0
0	0
1	5
1	4
0	0
0	0
0	0
0	2
0	2
0	4
0	3
0	4
0	4
0	4
0	4
0	4
0	3
0	4
0	2
0	2
0	0
0	0
0	0
0	0
11	605
242	1964
44	1658
7	0
1	664
22	14
50	135
6	141
21	24
20	47
39	2
5	15
3	16
0	15
0	3
0	3
0	10
0	6
0	10
22	0
1	11
4	4
12	8
0	1
1	88
0	54
181	84
0	0
0	0
386	3427
9	3431
0	1
0	8
8	143
37	63
2	8
6	32
0	231
184	1184
0	6
32	70
1	24
0	70
54	7
15	47
1	22
0	0
0	0
0	59
1	53
0	66
0	65
17	41
2	62
0	55
0	3
0	48
1	25
0	25
1	26
0	7
2	4
2	6
0	6
0	5
0	3
1	0
0	0
0	0
0	0
1	0
5	0
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	3003
2	2437
0	2736
51	796
7	561
2	828
0	602
248	0
0	2
0	2
4	4
1	2
2	2
10	0
2	513
0	520
3	556
4	359
2	354
1	366
1	309
33	31
0	254
2	229
0	29
0	55
0	73
0	36
7	33
2	6
0	9
2	10
6	9
21	2
1	5
24	5
0	150
2	126
9	141
0	142
8	13
2	138
0	4
5	26
15	1079
57	967
25	640
0	660
17	7
10	80
17	165
3	4
93	230
5	92
59	30
4	29
15	0
0	0
37	83
0	19
0	3
0	28
2	55
3	445
0	746
0	735
0	543
0	381
0	851
0	121
1	629
0	541
79	447
20	301
0	479
0	737
4	554
0	474
0	654
0	652
0	157
0	58
0	44
0	524
0	73
0	136
0	131
2	67
1	100
0	213
0	11
4	25
2	256
0	117
0	85
0	159
0	130
0	131
1	7
7	3
0	67
0	242
10	202
43	134
0	132
1	62
0	84
0	73
0	80
0	18
0	1
0	3
2	6
0	0
49	0
0	34
146	54
2	23
10	0
9	1047
15	1046
0	668
0	137
0	175
5	64
2	46
10	55
0	0
0	134
7	160
0	165
0	80
0	159
1	61
0	42
1	29
0	0
0	0
9	410
98	399
2	397
11	402
2	16
0	11
0	0
103	1267
4	1261
20	778
31	1488
78	3321
0	1936
3	940
2	2178
0	2764
0	677
3	969
0	273
6	236
4	236
5	212
0	626
104	28
1	120
4	5
2	29
10	121
9	444
9	453
0	19
0	15
0	425
17	417
0	142
240	728
0	209
39	466
25	7
27	370
2	95
0	5
123	4
3	330
23	363
0	348
0	119
50	107
6	0
1	0
3	4
4	6
0	3
2	4
7	128
4	553
169	681
10	15
27	26
0	1
11	5
21	411
65	407
5	21
54	265
43	151
0	3
0	1
15	501
0	483
0	484
3	484
1	4
7	36
2	54
0	0
0	0
1	0
275	698
11	560
0	142
623	29
7	5
0	0
143	0
102	0
0	361
0	389
0	286
0	391
47	397
0	365
0	364
