UniqueCount	AmbigCount
1	15
0	2
14	273
0	1
0	5
0	2
0	0
0	22
0	21
0	0
0	0
0	0
0	0
0	0
77	107
0	5
9	7
0	10
0	1
0	82
8	4
2	81
0	3
0	5
323	22
0	10
18	207
48	35
0	1
0	4
0	2
63	309
1	91
15	121
1	69
0	66
0	20
383	62
0	5
0	0
0	0
0	0
0	0
3	4
2	2
0	9
34	20
49	17
0	7
0	15
92	2
0	18
0	16
2	36
1	16
0	37
2	18
4	30
0	30
0	20
8	9
0	22
1	39
1	3
3	25
0	145
1	16
0	0
7	7
0	0
35	102
1	7
0	2
0	11
1	1
0	3
29	4
0	2
0	1
0	8
0	0
0	7
0	9
0	8
0	23
0	0
0	0
234	1667
9492	32761
135	66410
0	0
11	404
0	14
6165	4163
9	668
0	0
0	0
441	701
0	80
0	0
2	4
9	52
15	28
23	94
0	86
0	3
0	42
91	42
0	13
0	2
2	2
0	6
0	5
3	5
0	5
0	5
2	3
0	4
55	72
0	0
0	0
6	2
0	2
0	0
0	15
0	6
522	138
0	44
12	50
4	76
9	32
0	19
17	204
0	91
3	21
10	63
9	6
39	14
14	12
90	7
13	22
0	4
0	17
0	1
0	0
0	0
1	5
2	4
1	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
13	736
272	2223
53	1818
1	0
0	765
11	10
59	142
10	171
14	46
7	54
12	5
8	68
5	70
1	60
0	0
0	8
1	15
0	7
3	15
31	0
4	44
14	21
15	29
0	6
1	112
0	76
242	110
0	0
4	0
541	5178
8	5182
0	1
0	21
8	201
60	78
1	9
5	29
0	360
274	1687
0	17
66	296
3	72
0	294
139	4
50	167
17	136
4	0
1	0
0	72
0	64
0	83
0	78
22	56
1	74
0	70
0	4
0	61
0	29
0	27
0	26
1	7
0	4
0	8
0	11
0	5
0	1
1	0
1	0
1	0
2	0
0	0
17	0
0	0
0	2
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
83	2591
0	2075
1	2346
55	839
7	619
0	669
0	437
209	0
0	0
0	0
1	0
0	0
2	0
17	1
3	788
0	789
6	810
3	489
7	457
1	458
2	407
43	70
0	339
3	282
0	35
0	76
1	104
0	47
6	49
5	10
0	18
15	12
4	16
27	0
1	1
10	1
1	197
1	130
5	191
2	191
7	9
3	188
0	2
8	38
34	683
16	606
11	416
0	421
17	2
3	51
3	67
9	1
55	124
8	43
30	9
0	10
9	0
0	0
33	91
3	35
0	6
0	53
4	46
4	580
0	1025
0	1015
0	738
0	485
0	1154
1	178
1	854
0	737
101	620
27	383
4	656
0	1011
1	742
0	633
1	832
0	881
0	196
0	78
1	67
0	683
0	88
0	182
0	158
0	65
1	133
1	225
0	4
5	37
1	338
1	152
0	132
1	222
3	184
0	183
0	6
1	1
0	83
2	246
5	191
12	98
0	124
2	55
0	74
0	63
0	74
0	28
0	2
0	5
0	6
0	0
56	0
1	51
189	79
4	29
6	0
20	1631
19	1628
0	1090
2	164
0	233
18	77
2	59
12	72
0	0
1	315
10	420
0	447
1	240
